Episode,PositionErrorCm,OrientationErrorDeg,Steps,GoalReached,NormalizedErrorScore
51,60.5672489659899,27.8286957106954,200,0,148.963193642675
52,59.5522407378279,21.7959150151155,200,0,140.900396490771
53,64.8389073901463,20.8837451919595,200,0,150.561559972252
54,69.3001075016303,18.2867579979529,200,0,156.886973001213
55,63.075159149025,16.6640971218165,200,0,142.814415419867
56,59.6931275404663,6.66811030822822,200,0,126.054365389161
57,58.4714295888487,5.88179729871631,200,0,122.824656476414
58,60.2257942443472,7.87392585542425,200,0,128.325514344119
59,61.9704050926989,8.67532360030995,200,0,132.616133785708
60,63.3706772170408,13.9097253478646,200,0,140.651079781946
61,66.9933314371029,18.0049400839616,200,0,151.991602958167
62,71.6901722703826,25.5260811167973,200,0,168.906425657563
63,65.7376763069993,20.0843123210731,200,0,151.559664935072
64,74.1698546209257,8.3503119564809,200,0,156.690021198332
65,73.5824859204899,4.26976280922202,200,0,151.434734650202
66,32.641985975636,15.6152983629382,200,0,80.8992703142102
67,31.5527383585607,22.2193210131848,200,0,85.3247977303061
68,36.8039768443428,24.4720698029407,200,0,98.0800234916263
69,46.5824419302414,28.0634231216976,200,0,121.22830698218
70,52.381186864704,25.2463566562955,200,0,130.008730385704
71,51.4319617634551,25.3960161316253,200,0,128.259939658536
72,45.984265977652,23.0712064467698,200,0,115.039738402074
73,44.5507287306262,20.5280758064263,200,0,109.629533267679
74,45.9211071143671,19.2675719454333,200,0,111.109786174167
75,46.5286487095249,14.6931369057269,200,0,107.750434324777
76,46.0751092626825,15.1272010027491,200,0,107.277419528114
77,43.9692148420398,15.0651571213276,200,0,103.003586805407
78,46.7402379071515,16.612021950931,200,0,110.092497765234
79,47.7714992086335,18.2230053320518,200,0,113.766003749319
80,48.2766523835505,18.9522649330581,200,0,115.505569700159
81,51.1172138822067,21.4033400063333,200,0,123.637767770747
82,51.7566521203752,20.3448883451517,200,0,123.858192585902
83,52.7814338407233,19.4596431029379,200,0,125.022510784385
84,57.6577866030453,20.0029606343219,200,0,135.318533840413
85,58.2430173175975,19.2204985960796,200,0,135.706533231275
86,59.7492443540194,17.6815237918967,200,0,137.180012499936
87,62.0841875048109,18.4071802362289,200,0,142.575555245851
88,63.385743035557,20.3193059911594,200,0,147.090792062273
89,60.4407646155998,18.9634858474622,200,0,139.845015078662
90,56.0043975803607,16.9643088798893,200,0,128.973104040611
91,50.5036995724731,16.0951078994656,200,0,117.102507044412
92,47.3639583698285,16.7376379093181,200,0,111.465554648975
93,40.9483591969191,16.9577726708462,200,0,98.8544910646845
94,39.9526559558206,17.2819075505114,200,0,97.1872194621526
95,33.2960907795407,15.7503959510008,200,0,82.3425775100823
96,28.9362566382909,13.2229095509668,200,0,71.0954228275485
97,25.4072757753267,15.2999361918256,200,0,66.1144877424789
98,25.8201832163006,14.2859725267876,200,0,65.9263389593887
99,29.0597466236812,14.4345719265425,200,0,72.5540651739049
100,22.3984627767345,12.2088533959928,200,0,57.0057789494617
101,25.0760242681977,12.2152237759507,200,0,62.3672723123461
102,24.4892717941417,14.6755489514519,200,0,63.6540925397353
103,19.5807643527909,9.51145441352803,200,0,48.6729831191099
104,22.867647267755,10.8449980494388,200,0,56.5802925849488
105,17.4853584680541,11.6396378283607,200,0,46.6103547644689
106,14.6939863348559,9.63236052825802,200,0,39.0203331979698
107,17.9151873279952,10.7068861738283,200,0,46.5372608298186
108,14.868221797833,11.0596475778739,200,0,40.7960911735398
109,15.4383290806032,9.40223336363183,200,0,40.2788915248382
110,14.5235750300046,10.2564036929435,200,0,39.3035537529527
111,14.8714720297992,12.3816532828501,200,0,42.1245973424484
112,15.0997388204299,12.0879952805509,200,0,42.2874729214108
113,11.66742218709,11.5516358656279,200,0,34.8864802398079
114,12.1958006247897,10.4619911752108,200,0,34.8535924247903
115,12.3960532579351,11.2374276263505,200,0,36.0295341422208
116,11.0148922818693,10.364087486868,200,0,32.3938720506065
117,11.2475483732643,9.99282761878547,200,0,32.4879243653141
118,11.5570285328131,10.4096619705544,200,0,33.5237190361806
119,8.44851100959627,9.79106453975831,200,0,26.6880865589508
120,10.9369108104038,9.80993729674146,200,0,31.6837589175492
121,7.08351380573432,8.86734615607647,200,0,23.0343737675451
122,9.17584499675291,8.88414985248273,200,0,27.2358398459886
123,11.9567723373398,9.50631547257502,200,0,33.4198601472547
124,13.2247968270769,10.5237263411886,200,0,36.9733199953424
125,16.4253453309331,12.9162130895179,200,0,45.766903751384
126,17.3453609700665,11.7827193752127,200,0,46.4734413153456
127,19.5651441446854,13.7571052389015,200,0,52.8873935282724
128,22.4358790610889,13.860866538906,200,0,58.7326246610839
129,22.4161210791564,14.5382732985887,200,0,59.3705154569015
130,20.3843430843476,12.6595651856639,200,0,53.428251354359
131,20.3454580081721,13.4404360541618,200,0,54.1313520705061
132,20.7060054273189,14.1674147872283,200,0,55.5794256418661
133,19.1813716114157,13.9227280078084,200,0,52.2854712306397
134,17.920026165548,11.575346264639,200,0,47.4153985957349
135,16.8511125265378,7.70484595316657,200,0,41.4070710062422
136,20.2755524839572,6.1970254708484,200,0,46.7481304387628
137,18.9630922464248,3.2862904884722,200,0,41.2124749813217
138,16.6564258558834,2.98298105875595,200,0,36.2958327705227
139,17.7843227104185,2.08971108343359,200,0,37.6583565042706
140,19.3859530791983,2.30504707742774,200,0,41.0769532358244
141,18.1673266846409,4.24936441813574,200,0,40.5840177874176
142,15.9794293684967,4.73441216165112,200,0,36.6932708986445
143,13.3912024162233,4.38813746680559,200,0,31.1705422992523
144,13.0153977299651,6.08512892506941,200,0,32.1159243849995
145,12.1518735443595,6.43826372984035,200,0,30.7420108185593
146,13.046138951539,8.64666492159868,200,0,34.7389428246766
147,11.0060222411179,8.08628513775707,200,0,30.0983296199928
148,11.1254803713766,8.06070928180378,200,0,30.3116700245569
149,9.4908847765724,6.35257963609045,200,0,25.3343491892353
150,9.62523448743078,8.53691509575602,200,0,27.7873840706176
151,9.15237907074579,10.3301468147982,200,0,28.6349049562898
152,8.85454235526356,9.83583929184637,200,0,27.5449240023735
153,8.40253665453926,9.33878058953964,200,0,26.1438538986182
154,7.0431781547798,9.52004005964906,200,0,23.6063963692087
155,5.88304102900464,7.13075342039966,200,0,18.8968354784089
156,2.61511192923799,7.10062913665801,200,0,12.330852995134
157,2.98046710538763,7.3491309803159,200,0,13.3100651910911
158,2.65639122266419,6.80655517503728,200,0,12.1193376203657
159,1.55157238956973,7.49980473130849,200,0,10.6029495104479
160,2.17891774383532,9.15136920382105,200,0,13.5092046914917
161,2.0203471484239,9.12513290571674,200,0,13.1658272025645
162,1.12624624349799,8.13640945432678,200,0,10.3889019413228
163,1.67636335086615,9.59947102724767,200,0,12.95219772898
164,4.16409057728518,8.6277128540749,200,0,16.9558940086453
165,4.18706465562837,9.66751386541554,200,0,18.0416431766723
166,2.2123751000368,8.52544568065452,200,0,12.9501958807281
167,4.2098940614327,8.05056021492584,200,0,16.4703483377912
168,3.72657288799264,9.26757799088656,200,0,16.7207237668718
169,5.11291934286112,8.07395865971098,200,0,18.2997973454332
170,5.96181192477711,9.98460357358129,200,0,21.9082274231355
171,6.8171420820557,9.85686576110087,200,0,23.4911499252123
172,7.38079135473327,9.4250664805813,200,0,24.1866491900478
173,8.14236260327994,9.00103783073404,200,0,25.2857630372939
174,9.88594460502457,9.92006267677218,200,0,29.6919518868213
175,10.5451779500838,11.0250147692869,200,0,32.1153706694544
176,10.593731844948,11.4626480105023,200,0,32.6501117003982
177,9.85173069095531,12.3663109397521,200,0,32.0697723216627
178,10.7853448420319,12.7718327705465,200,0,34.3425224546102
179,8.70363847203764,12.7486036032024,200,0,30.1558805472777
180,7.9501194448674,12.0755657058702,200,0,27.975804595605
181,8.0479546794923,12.1590719830204,200,0,28.254981342005
182,6.55200900283061,11.9233925712867,200,0,25.0274105769479
183,4.95259879967866,11.1040735596045,200,0,21.0092711589618
184,4.6756440165015,10.4727602008791,200,0,19.8240482338821
185,5.54689702700948,11.0116337391117,200,0,22.1054277931307
186,3.86520863349161,10.8307594553275,200,0,18.5611767223107
187,4.48303665999439,11.2575862336591,200,0,20.2236595536479
188,4.41828492542068,11.9476147864038,200,0,20.7841846372452
189,4.69393600942744,11.3100196548988,200,0,20.6978916737537
190,5.93708422938628,11.6913831646847,200,0,23.5655516234573
191,5.76311873235144,11.1856976780753,200,0,22.7119351427782
192,5.28754621783129,11.5364518444873,200,0,22.1115442801499
193,5.18244695122328,12.5037118791937,200,0,22.8686057816402
194,4.19649908890098,11.1044463273558,200,0,19.4974445051578
195,3.93919161975442,12.9399135034377,200,0,20.8182967429465
196,5.3753400599129,12.0198343403381,200,0,22.7705144601639
197,5.68477182488097,11.1184318924072,200,0,22.4879755421692
198,6.0848601197718,10.3496577030411,200,0,22.5193779425847
199,7.46796081443229,10.2718886399715,200,0,25.2078102688361
200,6.33208129293317,9.08902499405183,200,0,21.7531875799182
201,6.53225518554258,6.4233528873546,200,0,19.4878632584398
202,6.12349828461656,5.83150361098138,200,0,18.0785001802145
203,6.19570260140861,5.63451030854834,200,0,18.0259155113656
204,4.73610627834439,3.6370537692378,200,0,13.1092663259266
205,5.97928453345375,5.10353432734273,200,0,17.0621033942502
206,3.49160535379218,3.30720535893679,200,0,10.2904160665211
207,3.76571894317867,3.31280791566747,200,0,10.8442458020248
208,3.52994884959311,4.38003909475809,200,0,11.4399367939443
209,4.17304872603154,4.57908009056036,200,0,12.9251775426234
210,5.8147361049045,3.49635734604696,200,0,15.125829555856
211,6.82515453826963,4.14756543916387,200,0,17.7978745157031
212,6.5359010079623,3.18672008837081,200,0,16.2585221042954
213,6.2354623716592,3.05453171065418,200,0,15.5254564539726
214,9.21694516449061,5.1929539202991,200,0,23.6268442492803
215,9.08743567615007,4.88066393869582,200,0,23.055535290996
216,8.43788443395002,5.19974668424996,200,0,22.07551555215
217,5.06788968133856,2.0477779334132,200,0,12.1835572960903
218,8.47744810506039,6.80331737423397,200,0,23.7582135843547
219,6.24549443258049,4.37013214658713,200,0,16.8611210117481
220,5.88810515797193,4.35737764155848,200,0,16.1335879575023
221,4.71931424081105,3.26303864519964,200,0,12.7016671268217
222,5.88926688015609,4.13998655201432,200,0,15.9185203123265
223,1.73438669000952,0.307124950152844,200,0,3.77589833017189
224,9.4979803429342,10.7311146288635,200,0,29.7270753147319
225,0.412509126931964,0.993787494724627,150,1,1.81880574858855
226,9.01552249674376,10.2260539255662,200,0,28.2570989190537
227,9.59500794265014,10.6478693008461,200,0,29.8378851861464
228,9.65413334893897,10.7687629255468,200,0,30.0770296234247
229,11.1550100761202,10.0345617979311,200,0,32.3445819501716
230,14.6309816013797,14.3414390819908,200,0,43.6034022847502
231,13.6422465420522,11.9563725887047,200,0,39.2408656728091
232,16.1660546260939,14.9423573831468,200,0,47.2744666353346
233,16.8404625484176,14.2158646513813,200,0,47.8967897482165
234,19.9711441016151,15.7905025965594,200,0,55.7327907997896
235,21.2211805392276,16.5206658550125,200,0,58.9630269334677
236,23.1467748854929,18.2784671558814,200,0,64.5720169268673
237,23.6262040711582,16.6162982763936,200,0,63.8687064187099
238,24.0477969589326,15.6132843224642,200,0,63.7088782403293
239,25.1247525142216,15.099805161597,200,0,65.3493101900401
240,21.7594540690841,10.5767970831465,200,0,54.0957052213146
241,17.6681769429526,6.68033264064497,200,0,42.0166865265503
242,13.7538015451339,6.67790401859128,200,0,34.1855071088591
243,12.4580605491509,6.69227459539609,200,0,31.6083956936978
244,9.6176199343879,5.74535284674974,200,0,24.9805927155255
245,9.85831542406745,6.7842486223897,200,0,26.5008794705246
246,7.30956045530595,5.67026964126331,200,0,20.2893905518752
247,4.72464975895157,4.72206546577769,200,0,14.1713649836808
248,5.24426752906638,4.30320721361922,200,0,14.791742271752
249,4.75451196609384,4.44679130193666,200,0,13.9558152341243
250,4.1834607128147,4.98654686752425,200,0,13.3534682931536
251,4.40135524290812,4.49236603962048,200,0,13.2950765254367
252,4.14888892150372,4.27966118003622,200,0,12.5774390230437
253,4.04730482496765,4.41368583614413,200,0,12.5082954860794
254,2.57988823220618,3.78826047543955,200,0,8.94803693985192
255,2.98136293497672,2.85772530621486,200,0,8.82045117616829
256,3.41076561345927,4.62208233537949,200,0,11.443613562298
257,2.7128919046427,3.86518377112013,200,0,9.29096758040552
258,2.44523050247042,3.83866294109413,200,0,8.72912394603497
259,1.18468146258846,2.96959006357715,200,0,5.33895298875407
260,2.58889884768451,2.73449752708748,200,0,7.9122952224565
261,2.38777776393959,1.62911443384868,200,0,6.40466996172786
262,1.68601570803384,1.65268895180604,200,0,5.02472036787371
263,2.29842728845579,1.41758392072279,200,0,6.01443849763437
264,1.81089785132805,1.96504712328319,200,0,5.58684282593929
265,2.8300982014723,1.4630966944916,200,0,7.12329309743619
266,2.11340023847261,1.86344658374772,200,0,6.09024706069294
267,2.26587422083969,1.35367998091579,200,0,5.88542842259516
268,2.10973012737989,1.49829930250027,200,0,5.71775955726005
269,2.09907152476283,1.22317507830174,200,0,5.4213181278274
270,2.7433700577459,1.38601199144168,200,0,6.87275210693347
271,2.29377397996338,1.41943111917343,200,0,6.0069790791002
272,2.06323445737861,1.31535275932156,200,0,5.44182167407878
273,2.54645483389234,1.54637892439996,200,0,6.63928859218465
274,2.21622792588454,1.37334224898809,200,0,5.80579810075716
275,1.80703544169982,1.14926663722109,200,0,4.76333752062073
276,2.14344857032826,1.44084044347947,200,0,5.727737584136
277,2.17311654907116,1.29235171045088,200,0,5.6385848085932
278,2.23225364339712,1.06446002003628,200,0,5.52896730683052
279,1.95294611243235,1.07372112046062,200,0,4.97961334532532
280,1.93529578386368,1.29643020399333,200,0,5.1670217717207
281,2.16423607241731,1.81535967535832,200,0,6.14383182019295
282,1.59927674751024,1.05412092649452,200,0,4.25267442151499
283,1.62334490333395,1.19613888967508,200,0,4.44282869634299
284,1.49989461241236,1.31345759566736,200,0,4.31324682049208
285,1.46861450328075,1.1736737022819,200,0,4.11090270884339
286,1.35903468058903,1.45602555400385,200,0,4.17409491518192
287,1.34009786752258,1.21346451265997,200,0,3.89366024770513
288,1.13704012542823,1.49436856880857,200,0,3.76844881966502
289,0.936328955387064,1.48581209152912,200,0,3.35847000230325
290,0.674886227407585,1.35642692614174,200,0,2.70619938095691
291,0.76194037546956,1.39395234739029,200,0,2.91783309832941
292,0.849187414321867,0.980317434547685,200,0,2.67869226319142
293,0.568133239090076,1.46941801879563,200,0,2.60568449697579
294,0.624311426169166,1.39090892203679,200,0,2.63953177437512
295,0.937666317981135,1.37741004304456,200,0,3.25274267900683
296,0.710203870068264,1.54958875206752,200,0,2.96999649220405
297,0.395773871230835,1.39066204720914,200,0,2.18220978967082
298,0.607418107963755,1.09119460439727,200,0,2.30603082032478
299,0.482032513303314,1.24485674086433,200,0,2.20892176747095
300,0.717385881028463,1.26877051451445,200,0,2.70354227657138
301,1.09006813071406,1.18390265562489,200,0,3.364038917053
302,0.844030297061479,1.21318673394229,200,0,2.90124732806525
303,0.835645606983686,1.11940712003872,200,0,2.79069833400609
304,1.23378505346566,1.42984540274407,200,0,3.89741550967539
305,1.38774656504993,1.44643223881783,200,0,4.22192536891768
306,0.811906801993643,1.34155406787786,200,0,2.96536767186514
307,1.03512580859393,1.2955130298393,200,0,3.36576464702716
308,0.734223361342467,1.31196536423779,200,0,2.78041208692273
309,0.621746121123505,1.62163592311868,200,0,2.86512816536569
310,0.726729199068777,1.40700529626109,200,0,2.86046369439864
311,0.799640836297214,1.18108192092171,200,0,2.78036359351614
312,0.669781486210122,1.50810158112306,200,0,2.8476645535433
313,0.701034764761925,1.58918980356923,200,0,2.99125933309308
314,0.68652053496992,1.36428073238003,200,0,2.73732180231987
315,0.658430316136631,1.36424158445047,200,0,2.68110221672373
316,0.823010735062474,1.56376333652647,200,0,3.20978480665142
317,0.95908395320121,1.35322320949642,200,0,3.27139111589884
318,0.586700575368966,1.4940175935682,200,0,2.66741874430613
319,0.74851774142532,1.5546914741579,200,0,3.05172695700854
320,0.640363737235485,1.65639477038528,200,0,2.93712224485625
321,0.747305492536391,1.44196457378306,200,0,2.93657555885584
322,0.493002570107462,1.46764058515683,200,0,2.45364572537175
323,0.996048586744697,1.72569581835302,200,0,3.71779299184242
324,1.33951837270007,2.01531110471318,200,0,4.69434785011331
325,1.0216673085347,1.8505145106977,200,0,3.89384912776709
326,1.30442266738202,1.95758790827405,200,0,4.56643324303808
327,1.09239753920896,1.72721545209708,200,0,3.91201053051499
328,1.14635710827224,2.08635645310616,200,0,4.37907066965064
329,1.27033955368771,2.03160943905459,200,0,4.57228854643001
330,1.48994778321425,2.05377598927046,200,0,5.03367155569896
331,1.12692592414731,2.16394413472177,200,0,4.41779598301639
332,0.990190427958118,1.73600168097031,200,0,3.71638253688654
333,0.546525267538559,1.58946190145539,200,0,2.68251243653251
334,1.11097889896822,1.92925682098994,200,0,4.15121461892639
335,0.31938744292871,1.8415402274698,200,0,2.48031511332722
336,0.416354041357082,1.63664895472608,200,0,2.46935703744025
337,0.283381181766111,1.78772074145161,200,0,2.35448310498384
338,0.740095053717018,2.02804600103241,200,0,3.50823610846645
339,0.919022496292738,2.15160915216809,200,0,3.98965414475357
340,0.522175647436199,1.78296564353771,200,0,2.8273169384101
341,0.459276454188478,2.03575038770052,200,0,2.95430329607747
342,0.955754572986403,1.42533974458847,200,0,3.33684889056128
343,0.432037003090549,2.03360430341725,200,0,2.89767830959835
344,0.749102248069484,1.87855947812437,200,0,3.37676397426333
345,0.382135697501218,1.9439097921311,200,0,2.70818118713354
346,0.506617182011751,2.16941208299118,200,0,3.18264644701468
347,0.329063808192965,1.8230618621024,200,0,2.48118947848833
348,0.708213933729694,2.41077506449912,200,0,3.82720293195851
349,0.148075450750857,1.89726218103112,200,0,2.19341308253283
350,0.549856754031651,1.95860785496915,200,0,3.05832136303245
